Company,x,Member of the S&P500,Member of the Russell 1000 Index,source,Scraping code set up ?,Ticker(s),PR Agency,Example 2020 company PR agency press release URL,Domain,Company global/main press - news release site URL,Subscribed to press releases esgroadmap@gmail.com ?,Subscribed to press releases jameskijani@gmail.com ?,Plain text press release subscription possible? (yes/no),Company annual reports page URL,Company annual / financial report 2020 URL of pdf document (including 10-k),Company sustainability / ESG reports page URL,Company Sustainability / ESG report 2020 URL of pdf document,Country,NAICS #1,2017 NAICS TITLE,NAICS #2,2017 NAICS TITLE.1,NAICS #3,2017 NAICS TITLE.2,NAICS #4,2017 NAICS TITLE.3,NAICS #5,2017 NAICS TITLE.4,WORKED BY:,COMMENTS / NOTES,Carbon sentence available ?
Berkshire Hathaway Inc,,yes,yes,,,BRK.B,Businesswire,https://www.businesswire.com/news/home/20210623005262/en/Comments-by-Warren-E.-Buffett-in-Conjunction-With-His-Annual-Contribution-of-Berkshire-Hathaway-Shares-to-Five-Foundations,https://www.berkshirehathaway.com/,https://www.berkshirehathaway.com/news/2021news.html,NO,NO,NO,https://www.berkshirehathaway.com/reports.html,https://www.berkshirehathaway.com/2020ar/2020ar.pdf,https://www.berkshirehathaway.com/sustainability/sustainability.html,not available,United States,551112,Offices of Other Holding Companies ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Berry Global Group,,no,yes,,,BERY,Businesswire,https://www.businesswire.com/news/home/20210608006143/en/,https://www.berryglobal.com/,https://ir.berryglobal.com/news-releases,YES,YES,NO,https://ir.berryglobal.com/financial-information/annual-reports,https://ir.berryglobal.com/static-files/5f13477f-41ce-4b6f-b3ee-ea7c52aaaad4,https://ir.berryglobal.com/sustainability-reports-all,https://ir.berryglobal.com/static-files/efafc2b0-136e-4dbd-b92c-5e6794a80374,United States,326199,All Other Plastics Product Manufacturing ,326160,Plastics Bottle Manufacturing,*,*,*,*,*,*,LILYD - Russell,,0
Best Buy Co. Inc.,,yes,yes,,,BBY,Businesswire,https://www.businesswire.com/news/home/20210528005049/en/,https://www.bestbuy.com/,http://investors.bestbuy.com/investor-relations/news-and-events/financial-releases/default.aspx,YES,YES,NO,http://investors.bestbuy.com/investor-relations/financial-info/annual-reports-and-proxy-statements/default.aspx,http://s2.q4cdn.com/785564492/files/doc_financials/2020/ar/Best-Buy-Fiscal-2020-Annual-Report.pdf,https://corporate.bestbuy.com/sustainability/,https://corporate.bestbuy.com/wp-content/uploads/2020/06/Best-Buy-Fiscal-2020-ESG-Report.pdf,United States,443142,Electronics Stores ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Beyond Meat,,no,yes,,,BYND,Globenewswire,https://www.globenewswire.com/NewsRoom/AttachmentNg/c081f206-bd2e-4e20-aa8f-82bff40221ac,https://www.beyondmeat.com/,https://investors.beyondmeat.com/news-releases,YES,YES,NO,https://investors.beyondmeat.com/financial-information/annual-reports,https://investors.beyondmeat.com/static-files/95cb02fe-a8f2-4ccf-9d36-94e8ab499790,not available,not available,United States,311999,All Other Miscellaneous Food Manufacturing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
BHP Billiton,,no,no,Canadian Natural Resources Limited,,BHP,,,https://www.bhp.com/,https://www.bhp.com/media-and-insights/news/,YES,YES,NO,https://www.bhp.com/investors/annual-reporting/past-reports,https://www.bhp.com/-/media/documents/investors/annual-reports/2020/200915_bhpannualreport2020.pdf,https://www.bhp.com/investors/esg-sustainability,not available,Australia,423830,Industrial Machinery and Equipment Merchant Wholesalers ,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,326199,All Other Plastics Product Manufacturing ,326211,Tire Manufacturing (except Retreading) ,326220,,,,0
Bill.Com Holdings,,no,yes,,,BILL,Businesswire,https://www.businesswire.com/news/home/20210608006029/en/,https://www.bill.com/,https://investor.bill.com/news/default.aspx,YES,YES,NO,https://investor.bill.com/financials/quarterly-results/default.aspx,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001786352/3f2c1dbd-e852-41b8-9496-03d25eaede40.pdf,not available,not available,United States,511210,Software Publishers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Biogen,,yes,yes,Capital One Financial Corp.,,BIIB,Globenewswire,https://www.globenewswire.com/news-release/2020/12/10/2142709/0/en/Biogen-Files-New-Drug-Application-for-Aducanumab-in-Japan.html,https://www.biogen.com/,https://investors.biogen.com/news,YES,YES,NO,https://investors.biogen.com/financials/annual-reports,https://investors.biogen.com/static-files/0b109c48-3d3c-4554-8249-74b06c09797e,https://www.biogen.com/en_us/corporate-responsibility-overview.html,not available,United States,325412,Pharmaceutical Preparation Manufacturing ,325414,Biological Product (except Diagnostic) Manufacturing ,*,*,*,*,*,*,,,0
Biomarin Pharmaceutical,,no,yes,,,BMRN,PRNewswire,https://www.prnewswire.com/news-releases/biomarin-announces-12-presentations-at-the-international-society-on-thrombosis-and-haemostasis-isth-2021-virtual-congress-301324874.html,https://www.biomarin.com/,https://investors.biomarin.com/press-releases,YES,YES,NO,https://investors.biomarin.com/2020-financials,https://investors.biomarin.com/download/BMRN+%28BioMarin+Pharmaceutical+Inc.%29++%2810-K%29+2021-02-26.pdf_.pdf,https://www.biomarin.com/our-company/corporate-social-responsibility/,not available,United States,325412,Pharmaceutical Preparation Manufacturing ,325414,Biological Product (except Diagnostic) Manufacturing ,*,*,*,*,*,*,LILYD - Russell,,0
Bio-Rad Laboratories Inc.,,yes,yes,,,BIO,Businesswire,https://www.businesswire.com/news/home/20210630005350/en/Bio-Rad-Announces-Partnership-with-Seegene-for-Molecular-Diagnostic-Testing-Products,http://www.bio-rad.com/,https://www.bio-rad.com/en-ph/corporate/newsroom?ID=1006,NO,NO,NO,https://www.bio-rad.com/en-ph/corporate/annual-reports-2016?ID=MR8J17KSY,https://www.bio-rad.com/webroot/web/pdf/corporate/literature/Annual_Report_2020.pdf,https://www.bio-rad.com/en-ph/corporate/sustainability?ID=MR8IX6ESH,https://www.bio-rad.com/sites/default/files/2021-10/Bio-Rad-CSR-2020.pdf,United States,334516,Analytical Laboratory Instrument Manufacturing ,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,*,*,*,*,*,*,LILYD - S&P,,0
Bio-Techne Corp,,no,yes,,,TECH,PRNewswire,http://www.prnewswire.com/news-releases/bio-techne-announces-opening-of-new-ireland-facility-301320522.html,https://www.bio-techne.com/,https://investors.bio-techne.com/press-releases,YES,YES,NO,https://investors.bio-techne.com/annual-reports,https://investors.bio-techne.com/annual-reports/content/0001437749-20-018754/0001437749-20-018754.pdf,https://www.bio-techne.com/about/corporate-and-social-responsibility,https://resources.bio-techne.com/bio-techne-assets/images/pdfs/bio-techne-corporate-sustainability-report.pdf,United States,325414,Biological Product (except Diagnostic) Manufacturing ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Black Knight,,no,yes,,,BKI,PRNewswire,https://www.prnewswire.com/news-releases/black-knight-originations-market-monitor-rate-locks-rise-after-two-consecutive-monthly-declines-both-purchase-and-cash-out-refinance-lending-up-in-june-301328534.html,http://www.blackknightinc.com/,https://investor.blackknightinc.com/investors/press-releases/default.aspx,YES,YES,NO,https://investor.blackknightinc.com/financials/annual-reports/default.aspx,https://s28.q4cdn.com/666206574/files/doc_financials/2020/ar/BKI_AnnualReport_2020.pdf,https://investor.blackknightinc.com/governance/sustainability-report/default.aspx,https://s28.q4cdn.com/666206574/files/doc_financials/2020/ar/Misc_Corp_Sustainability_Report_2020.pdf,United States,511210,Software Publishers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
BlackRock Inc,,yes,yes,Centrica,,BLK,Businesswire,http://www.businesswire.com/news/home/20201201005395/en/BlackRock-Unveils-New-Offering-to-Power-Investors%E2%80%99-Transition-to-Net-Zero-Emissions,https://www.blackrock.com/,https://www.blackrock.com/corporate/newsroom,YES,YES,NO,https://ir.blackrock.com/financials/annual-reports-and-proxy/default.aspx,https://www.blackrock.com/corporate/literature/annual-report/blackrock-2020-annual-report.pdf,https://www.blackrock.com/corporate/sustainability,https://www.blackrock.com/corporate/literature/continuous-disclosure-and-important-information/blackrock-2020-sasb-disclosure.pdf,United States,525910,Open-End Investment Funds ,523930,Investment Advice ,*,*,*,*,*,*,,,0
Block H & R Inc,,no,yes,,,HRB,Globenewswire,https://www.globenewswire.com/news-release/2021/06/29/2254376/0/en/Families-can-easily-estimate-their-advance-child-tax-credit-payments-with-H-R-Block-s-online-calculator.html,https://www.hrblock.com/,https://investors.hrblock.com/financial-information/press-releases,YES,YES,NO,https://investors.hrblock.com/financial-information/annual-reports,https://investors.hrblock.com/static-files/e822ad96-05ff-424d-b0d4-aa9d0a9a338d,https://investors.hrblock.com/corporate-governance/corporate-responsibility,https://investors.hrblock.com/static-files/1cd086d4-6d8b-4a72-93db-fa545733fd61,United States,541213,Tax Preparation Services ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Bluebird Bio Inc,,no,yes,,,BLUE,Businesswire,https://www.businesswire.com/news/home/20210709005202/en/,https://www.bluebirdbio.com/,https://investor.bluebirdbio.com/news-releases,YES,YES,NO,https://investor.bluebirdbio.com/node/5876?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table,https://investor.bluebirdbio.com/static-files/1fceeeec-c4ca-4652-a7a9-1ae9c8bb4341,not available,not available,United States,541714,Research and Development in Biotechnology (except Nanobiotechnology),*,*,*,*,*,*,*,*,LILYD - Russell,,0
Boeing Company,,yes,yes,Boeing Company,,BA,PRNewswire,https://www.prnewswire.com/news-releases/ryanair-orders-75-more-boeing-737-max-jets-301185848.html,http://www.boeing.com/,https://boeing.mediaroom.com/#news-releases,YES,YES,NO,https://investors.boeing.com/investors/financial-reports/default.aspx,https://s2.q4cdn.com/661678649/files/doc_financials/2020/ar/2020_The_Boeing_Company_Annual_Report.pdf,https://investors.boeing.com/investors/financial-reports/default.aspx,https://s2.q4cdn.com/661678649/files/doc_financials/2020/sr/2020_environment_report.pdf,United States,336412,Aircraft Engine and Engine Parts Manufacturing ,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,*,*,*,*,*,*,,,0
Bok Financial Corp,,no,yes,,,BOKF,Globenewswire,"https://www.globenewswire.com/news-release/2021/05/21/2234320/0/en/BOK-Financial-named-a-2021-DiversityInc-Top-Regional-Company.html#:~:text=BOK%20Financial%20named%20a%202021%20DiversityInc%20Top%20Regional%20Company,-May%2021%2C%202021&text=TULSA%2C%20Okla.%2C%20May%2021,companies%20for%20diversity%20and%20inclusion.",https://www.bokfinancial.com/,https://investor.bokf.com/news-events/default.aspx?pageID=news-and-press-releases,NO,NO,NO,https://investor.bokf.com/sec-filings/default.aspx?pageID=all-sec-filings,https://s25.q4cdn.com/663819903/files/doc_financials/2020/ar/BOK-Web-Posting-PDF.pdf,https://www.bokfinancial.com/about-us/esg,https://www.bokfinancial.com/-/media/Files/PDF/ESG/BOK-Financial_ESG-Review.ashx,United States,522110,Commercial Banking ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Booking Holdings,,yes,yes,Charter Communications,,BKNG,PRNewswire,https://www.prnewswire.com/news-releases/booking-holdings-to-present-at-nasdaqs-43rd-investor-conference-301180813.html,http://www.bookingholdings.com/,https://www.bookingholdings.com/media-room/#media-pr,YES,YES,NO,https://ir.bookingholdings.com/financial-information/annual-reports,https://ir.bookingholdings.com/static-files/1bef31b8-a49d-4aed-9a20-0b02e5254007,https://www.bookingholdings.com/sustainability/,https://www.bookingholdings.com/wp-content/uploads/2021/03/BKNG-Sustainability-Report-2020-.pdf,United States,519190,All Other Information Services,561510,Travel Agencies,*,*,*,*,*,*,,,0
Booz Allen Hamilton Hldg,,no,yes,,,BAH,Businesswire,https://www.businesswire.com/news/home/20210630005531/en/,https://www.boozallen.com/,https://investors.boozallen.com/press-releases,NO,NO,NO,https://investors.boozallen.com/financial-information#secWidget,https://investors.boozallen.com/static-files/a73617e8-aab1-4c0c-80e3-eca932ae65ab,https://www.boozallen.com/about/environmental-social-governance-report.html,https://www.boozallen.com/content/dam/boozallen_site/esg/pdf/publications/esg-impact-report-2020.pdf,United States,541611,Administrative Management and General Management Consulting Services ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
BorgWarner Inc.,,yes,yes,,,BWA,PRNewswire,https://www.prnewswire.com/news-releases/borgwarner-publishes-2021-sustainability-report-showcases-significant-achievements-and-high-reaching-goals-301312477.html,https://www.borgwarner.com/home,https://www.borgwarner.com/newsroom/press-releases,YES,YES,NO,https://www.borgwarner.com/investors/annual-reports,https://cdn.borgwarner.com/docs/default-source/investors/annual-reports/2020-annual-report.pdf?sfvrsn=11584c3d_4,https://www.borgwarner.com/company/sustainability,not available,United States,336390,Other Motor Vehicle Parts Manufacturing,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,*,*,*,*,*,*,LILYD - S&P,,1
Boston Beer Inc,,no,yes,,,SAM,PRNewswire,http://www.prnewswire.com/news-releases/the-boston-beer-company-to-begin-research-and-development-of-non-alcoholic-cannabis-beverages-301291607.html,http://www.bostonbeer.com/overview,https://www.bostonbeer.com/general-releases,YES,YES,NO,https://www.bostonbeer.com/overview,https://www.bostonbeer.com/static-files/71b76d91-5cf2-4f0b-8444-5c3102414776,https://www.bostonbeer.com/our-company/corporate-responsibility,not available,United States,312120,Breweries,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Boston Properties Inc.,,yes,yes,,,BXP,Businesswire,https://www.businesswire.com/news/home/20210707005887/en/,http://www.bxp.com/,https://investors.bxp.com/latest-news,YES,YES,NO,https://investors.bxp.com/financial-information/quarterly-results/,https://investors.bxp.com/static-files/54c5ae6a-0fb1-4127-9474-941ddd2a4e1b,https://www.bxp.com/2020-esg-report,https://www.bxp.com/wp-content/uploads/2021/03/2020-BXP-ESG-Report.pdf,United States,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,*,*,*,*,*,*,*,*,LILYD - S&P,,0
Boston Scientific Corporation,,yes,yes,,,BSX,PRNewswire,https://www.prnewswire.com/news-releases/boston-scientific-completes-ce-mark-for-exalt-model-b-single-use-bronchoscope-301298633.html,https://www.bostonscientific.com/en-US/Home.html,https://news.bostonscientific.com/news-releases,YES,YES,NO,https://investors.bostonscientific.com/financials-and-filings/annual-results-and-proxy-statements,https://investors.bostonscientific.com/~/media/Files/B/Boston-Scientific-IR-V3/annual-reports-proxy-statements/2020-boston-scientific-annual-report.pdf,https://www.bostonscientific.com/en-US/corporate-social-responsibility.html?_ga=2.157268339.959800889.1636300778-1965704047.1636300778,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/citizenship/sustainability/2020_boston_scientific_performance_report.pdf,United States,339112,Surgical and Medical Instrument Manufacturing ,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing ,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",*,*,*,*,LILYD - S&P,,0
BP,,no,no,China Petroleum & Chemical Corporation,,BP,Businesswire,http://www.businesswire.com/news/home/20181011005149/en/Clean-Energy-and-BP-to-Expand-Renewable-Natural-Gas-Supply-Agreement,http://www.bp.com/,https://www.bp.com/en/global/corporate/news-and-insights/press-releases.html,YES,YES,NO,https://www.bp.com/en/global/corporate/investors/results-and-reporting/annual-report.html,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/investors/bp-annual-report-and-form-20f-2020.pdf,https://www.bp.com/en/global/corporate/sustainability/reporting-centre-and-archive.html,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/sustainability/group-reports/bp-sustainability-report-2020.pdf,United Kingdom,211120,Crude Petroleum Extraction ,325320,Pesticide and Other Agricultural Chemical Manufacturing,325412,Pharmaceutical Preparation Manufacturing ,325414,Biological Product (except Diagnostic) Manufacturing ,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,,,0
Brandywine Realty Trust,,no,yes,,,BDN,Globenewswire,https://www.globenewswire.com/en/news-release/2021/04/21/2214609/0/en/Brandywine-Realty-Trust-Announces-First-Quarter-Results-And-Narrows-2021-Guidance.html,https://www.brandywinerealty.com/,https://investor.brandywinerealty.com/press-room-1/default.aspx,YES,YES,NO,https://investor.brandywinerealty.com/financial-information/annual-reports-proxy,https://investor.brandywinerealty.com/static-files/ac3793e3-2269-414d-9c51-b701cd6ba739,https://www.brandywinerealty.com/responsibility,https://www.brandywinerealty.com/sites/default/files/2020-11/Brandywine_ESG_Report.pdf,United States,531210,Offices of Real Estate Agents and Brokers,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Bright Horizon Family,,no,yes,,,BFAM,Businesswire,https://www.businesswire.com/news/home/20210706005726/en/,https://www.brighthorizons.com/,https://www.brighthorizons.com/newsroom,YES,YES,NO,https://investors.brighthorizons.com/financials/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table,https://investors.brighthorizons.com/static-files/905bdf3b-fd20-4ef3-a11a-af0713cfbd1c,https://www.brighthorizons.com/employer-resources/corporate-social-responsibility-give-back-get-back,not available,United States,624410,Child Day Care Services ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
Brighthouse Financial,,no,yes,,,BHF,Businesswire,https://www.businesswire.com/news/home/20210614005746/en/Brighthouse-Financial-Announces-Conference-Call-to-Discuss-Second-Quarter-2021-Results,https://www.brighthousefinancial.com/,https://www.brighthousefinancial.com/about-us/newsroom/,NO,NO,NO,https://investor.brighthousefinancial.com/financial-information/annual-reports,https://investor.brighthousefinancial.com/static-files/e57367af-cff4-4135-8f85-4aca40e86b2d,https://www.brighthousefinancial.com/about-us/corporate-responsibility/,not available,United States,524113,Direct Life Insurance Carriers ,*,*,*,*,*,*,*,*,LILYD - Russell,,0
